query,_id,_score,name,symbol,ensembl.gene,notfound,ensembl
LINC01998,107986046,27.063152,long intergenic non-protein coding RNA 1998,LINC01998,ENSG00000243321,False,None
AC117386.1,None,None,None,None,None,True,None
LINC01213,101927992,27.065735,long intergenic non-protein coding RNA 1213,LINC01213,ENSG00000244541,False,None
LINC01214,ENSG00000243550,26.27205,long intergenic non-protein coding RNA 1214,LINC01214,ENSG00000243550,False,None
TSC22D2,9819,17.705042,TSC22 domain family member 2,TSC22D2,ENSG00000196428,False,None
SERP1,27230,17.964876,stress associated endoplasmic reticulum protein 1,SERP1,ENSG00000120742,False,None
EIF2A,83939,17.554396,eukaryotic translation initiation factor 2A,EIF2A,ENSG00000144895,False,None
SELENOT,51714,17.198494,selenoprotein T,SELENOT,ENSG00000198843,False,None
ERICH6,131831,18.220741,glutamate rich 6,ERICH6,ENSG00000163645,False,None
ERICH6-AS1,101928085,27.063417,ERICH6 antisense RNA 1,ERICH6-AS1,ENSG00000240137,False,None
SIAH2,6478,18.223476,siah E3 ubiquitin protein ligase 2,SIAH2,ENSG00000181788,False,None
SIAH2-AS1,ENSG00000244265,25.749384,SIAH2 antisense RNA 1,SIAH2-AS1,ENSG00000244265,False,None
CLRN1-AS1,ENSG00000239265,26.271759,CLRN1 antisense RNA 1,CLRN1-AS1,ENSG00000239265,False,None
MINDY4B,646951,17.838213,MINDY family member 4B,MINDY4B,ENSG00000214237,False,None
AC020636.2,None,None,None,None,None,True,None
AC020636.1,None,None,None,None,None,True,None
CLRN1,7401,17.612497,clarin 1,CLRN1,ENSG00000163646,False,None
MED12L,116931,18.361408,mediator complex subunit 12L,MED12L,ENSG00000144893,False,None
GPR171,29909,17.734234,G protein-coupled receptor 171,GPR171,ENSG00000174946,False,None
P2RY14,9934,18.17638,purinergic receptor P2Y14,P2RY14,ENSG00000174944,False,None
GPR87,53836,18.205952,G protein-coupled receptor 87,GPR87,ENSG00000138271,False,None
P2RY13,53829,17.85198,purinergic receptor P2Y13,P2RY13,ENSG00000181631,False,None
P2RY12,64805,17.762407,purinergic receptor P2Y12,P2RY12,ENSG00000169313,False,None
IGSF10,285313,17.665783,immunoglobulin superfamily member 10,IGSF10,ENSG00000152580,False,None
LINC02066,ENSG00000262411,25.749384,long intergenic non-protein coding RNA 2066,LINC02066,ENSG00000262411,False,None
AADACL2,344752,20.152401,arylacetamide deacetylase like 2,AADACL2,ENSG00000197953,False,"[{'gene': 'ENSG00000197953'}, {'gene': 'ENSG00000261846'}]"
AADACL2-AS1,ENSG00000262466,25.752413,AADACL2 antisense RNA 1,AADACL2-AS1,ENSG00000262466,False,None
AADAC,13,17.978483,arylacetamide deacetylase,AADAC,ENSG00000114771,False,None
SUCNR1,56670,17.898317,succinate receptor 1,SUCNR1,ENSG00000198829,False,None
AC108718.1,None,None,None,None,None,True,None
MBNL1,4154,17.689579,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,False,None
MBNL1-AS1,401093,27.06384,MBNL1 antisense RNA 1,MBNL1-AS1,ENSG00000229619,False,None
AC026347.1,None,None,None,None,None,True,None
AC092924.1,None,None,None,None,None,True,None
P2RY1,5028,17.646532,purinergic receptor P2Y1,P2RY1,ENSG00000169860,False,None
AC117394.2,None,None,None,None,None,True,None
RAP2B,5912,17.994024,"RAP2B, member of RAS oncogene family",RAP2B,ENSG00000181467,False,None
AC078788.1,None,None,None,None,None,True,None
AC078788.2,None,None,None,None,None,True,None
LINC02083,107986147,27.063152,long intergenic non-protein coding RNA 2083,LINC02083,None,False,None
C3orf79,None,None,None,None,None,True,None
AC068985.1,None,None,None,None,None,True,None
ARHGEF26,26084,18.06423,Rho guanine nucleotide exchange factor 26,ARHGEF26,ENSG00000277101,False,"[{'gene': 'ENSG00000277101'}, {'gene': 'ENSG00000114790'}]"
DHX36,170506,17.522577,DEAH-box helicase 36,DHX36,ENSG00000281763,False,"[{'gene': 'ENSG00000281763'}, {'gene': 'ENSG00000174953'}]"
GPR149,344758,17.984295,G protein-coupled receptor 149,GPR149,ENSG00000174948,False,None
AC092994.1,None,None,None,None,None,True,None
AC073359.2,None,None,None,None,None,True,None
AC073359.1,None,None,None,None,None,True,None
MME,4311,17.932104,membrane metalloendopeptidase,MME,ENSG00000196549,False,None
MME-AS1,ENSG00000240666,26.268175,MME antisense RNA 1,MME-AS1,ENSG00000240666,False,None
LINC01487,101928190,27.063547,long intergenic non-protein coding RNA 1487,LINC01487,ENSG00000241336,False,None
DWORF,None,None,None,None,None,True,None
AC104831.1,None,None,None,None,None,True,None
PLCH1,23007,17.553997,phospholipase C eta 1,PLCH1,ENSG00000114805,False,None
PLCH1-AS1,100874035,27.063105,PLCH1 antisense RNA 1,PLCH1-AS1,ENSG00000239508,False,None
PLCH1-AS2,100874036,27.063105,PLCH1 antisense RNA 2,PLCH1-AS2,ENSG00000242925,False,None
C3orf33,285315,21.30745,chromosome 3 open reading frame 33,C3orf33,ENSG00000174928,False,None
AC104472.3,None,None,None,None,None,True,None
SLC33A1,9197,17.58183,solute carrier family 33 member 1,SLC33A1,ENSG00000169359,False,None
GMPS,8833,17.572746,guanine monophosphate synthase,GMPS,ENSG00000163655,False,None
KCNAB1,7881,17.281736,potassium voltage-gated channel subfamily A regulatory beta subunit 1,KCNAB1,ENSG00000169282,False,None
KCNAB1-AS2,100874083,27.063105,KCNAB1 antisense RNA 2,KCNAB1-AS2,ENSG00000240596,False,None
KCNAB1-AS1,100874084,27.063417,KCNAB1 antisense RNA 1,KCNAB1-AS1,ENSG00000242370,False,None
AC084036.1,None,None,None,None,None,True,None
SSR3,6747,17.538012,signal sequence receptor subunit 3,SSR3,ENSG00000114850,False,None
TIPARP-AS1,ENSG00000243926,26.271759,TIPARP antisense RNA 1,TIPARP-AS1,ENSG00000243926,False,None
TIPARP,25976,17.699825,TCDD inducible poly(ADP-ribose) polymerase,TIPARP,ENSG00000163659,False,None
LINC00886,730091,27.063417,long intergenic non-protein coding RNA 886,LINC00886,ENSG00000240875,False,None
LEKR1,389170,17.514536,"leucine, glutamate and lysine rich 1",LEKR1,ENSG00000197980,False,None
LINC00880,339894,27.063547,long intergenic non-protein coding RNA 880,LINC00880,ENSG00000243629,False,None
LINC02029,105374177,27.063152,long intergenic non-protein coding RNA 2029,LINC02029,ENSG00000241544,False,None
LINC00881,ENSG00000241135,26.27205,long intergenic non-protein coding RNA 881,LINC00881,ENSG00000241135,False,None
CCNL1,57018,18.183771,cyclin L1,CCNL1,ENSG00000163660,False,None
AC104411.1,None,None,None,None,None,True,None
VEPH1,79674,17.623087,ventricular zone expressed PH domain containing 1,VEPH1,ENSG00000197415,False,None
PTX3,5806,18.193588,pentraxin 3,PTX3,ENSG00000163661,False,None
PQLC2L,None,None,None,None,None,True,None
AC079943.1,None,None,None,None,None,True,None
AC079943.2,None,None,None,None,None,True,None
SHOX2,6474,17.645452,SHOX homeobox 2,SHOX2,ENSG00000168779,False,None
RSRC1,51319,17.653364,arginine and serine rich coiled-coil 1,RSRC1,ENSG00000174891,False,None
AC106707.1,None,None,None,None,None,True,None
MLF1,4291,17.583685,myeloid leukemia factor 1,MLF1,ENSG00000178053,False,None
GFM1,85476,17.546902,G elongation factor mitochondrial 1,GFM1,ENSG00000168827,False,None
LXN,56925,17.658188,latexin,LXN,ENSG00000079257,False,None
AC080013.4,None,None,None,None,None,True,None
AC080013.6,None,None,None,None,None,True,None
RARRES1,5918,18.652431,retinoic acid receptor responder 1,RARRES1,ENSG00000118849,False,None
MFSD1,64747,17.536507,major facilitator superfamily domain containing 1,MFSD1,ENSG00000118855,False,None
AC080013.1,None,None,None,None,None,True,None
AC080013.5,None,None,None,None,None,True,None
IQCJ-SCHIP1,100505385,26.271364,IQCJ-SCHIP1 readthrough,IQCJ-SCHIP1,ENSG00000283154,False,None
IQCJ,654502,18.864334,IQ motif containing J,IQCJ,ENSG00000214216,False,None
IQCJ-SCHIP1-AS1,ENSG00000241211,26.27205,IQCJ-SCHIP1 readthrough antisense RNA 1,IQCJ-SCHIP1-AS1,ENSG00000241211,False,None
SCHIP1,29970,18.107649,schwannomin interacting protein 1,SCHIP1,ENSG00000151967,False,None
IL12A-AS1,101928376,27.063152,IL12A antisense RNA 1,IL12A-AS1,ENSG00000244040,False,None
IL12A,3592,17.777576,interleukin 12A,IL12A,ENSG00000168811,False,None
LINC01100,ENSG00000242107,26.271315,long intergenic non-protein coding RNA 1100,LINC01100,ENSG00000242107,False,None
C3orf80,401097,22.865583,chromosome 3 open reading frame 80,C3orf80,ENSG00000180044,False,None
AC079594.2,None,None,None,None,None,True,None
IFT80,57560,17.555841,intraflagellar transport 80,IFT80,ENSG00000068885,False,None
SMC4,10051,17.431837,structural maintenance of chromosomes 4,SMC4,ENSG00000113810,False,None
TRIM59,286827,17.644157,tripartite motif containing 59,TRIM59,ENSG00000213186,False,None
KPNA4,3840,17.540228,karyopherin subunit alpha 4,KPNA4,ENSG00000186432,False,None
ARL14,80117,17.633602,ADP ribosylation factor like GTPase 14,ARL14,ENSG00000179674,False,None
AC069224.1,None,None,None,None,None,True,None
PPM1L,151742,18.120499,"protein phosphatase, Mg2+/Mn2+ dependent 1L",PPM1L,ENSG00000163590,False,None
B3GALNT1,8706,18.266216,"beta-1,3-N-acetylgalactosaminyltransferase 1 (Globoside blood group)",B3GALNT1,ENSG00000169255,False,None
NMD3,51068,17.37814,NMD3 ribosome export adaptor,NMD3,ENSG00000169251,False,None
SPTSSB,165679,17.612917,serine palmitoyltransferase small subunit B,SPTSSB,ENSG00000196542,False,None
LINC02067,101243545,27.063417,long intergenic non-protein coding RNA 2067,LINC02067,ENSG00000240567,False,None
AC112491.1,None,None,None,None,None,True,None
OTOL1,131149,18.224607,otolin 1,OTOL1,ENSG00000182447,False,None
AC131211.1,None,None,None,None,None,True,None
AC128685.1,None,None,None,None,None,True,None
LINC01192,647107,27.063417,long intergenic non-protein coding RNA 1192,LINC01192,ENSG00000241369,False,None
AC079910.1,None,None,None,None,None,True,None
LINC01323,ENSG00000241636,26.27205,long intergenic non-protein coding RNA 1323,LINC01323,ENSG00000241636,False,None
LINC01324,104355289,27.063105,long intergenic non-protein coding RNA 1324,LINC01324,ENSG00000241767,False,None
SI,6476,17.825224,sucrase-isomaltase,SI,ENSG00000090402,False,None
LINC02023,ENSG00000239205,26.273949,long intergenic non-protein coding RNA 2023,LINC02023,ENSG00000239205,False,None
SLITRK3,22865,18.186443,SLIT and NTRK like family member 3,SLITRK3,ENSG00000121871,False,None
LINC01322,103695433,27.063152,long intergenic non-protein coding RNA 1322,LINC01322,ENSG00000244128,False,None
BCHE,590,18.066212,butyrylcholinesterase,BCHE,ENSG00000114200,False,None
LINC01326,ENSG00000244321,26.271315,long intergenic non-protein coding RNA 1326,LINC01326,ENSG00000244321,False,None
AC069439.2,None,None,None,None,None,True,None
ZBBX,79740,17.72198,zinc finger B-box domain containing,ZBBX,ENSG00000169064,False,None
LINC01327,104310350,27.063547,long intergenic non-protein coding RNA 1327,LINC01327,ENSG00000241669,False,None
SERPINI2,5276,18.809208,serpin family I member 2,SERPINI2,ENSG00000114204,False,None
WDR49,151790,18.571354,WD repeat domain 49,WDR49,ENSG00000174776,False,None
PDCD10,11235,18.094936,programmed cell death 10,PDCD10,ENSG00000114209,False,None
SERPINI1,5274,17.653673,serpin family I member 1,SERPINI1,ENSG00000163536,False,None
AC026353.1,None,None,None,None,None,True,None
GOLIM4,27333,18.177069,golgi integral membrane protein 4,GOLIM4,ENSG00000173905,False,None
AC124893.1,None,None,None,None,None,True,None
LINC02082,100507661,27.062708,long intergenic non-protein coding RNA 2082,LINC02082,ENSG00000242268,False,None
AC092954.1,None,None,None,None,None,True,None
AC092954.2,None,None,None,None,None,True,None
LINC01997,ENSG00000241383,26.271759,long intergenic non-protein coding RNA 1997,LINC01997,ENSG00000241383,False,None
MECOM,2122,17.551807,MDS1 and EVI1 complex locus,MECOM,ENSG00000085276,False,None
AC074033.1,None,None,None,None,None,True,None
TERC,7012,23.25586,telomerase RNA component,TERC,ENSG00000277925,False,None
ACTRT3,84517,18.741163,actin related protein T3,ACTRT3,ENSG00000184378,False,None
AC078802.1,None,None,None,None,None,True,None
MYNN,55892,17.636793,myoneurin,MYNN,ENSG00000085274,False,None
AC078795.1,None,None,None,None,None,True,None
LRRC34,151827,17.553602,leucine rich repeat containing 34,LRRC34,ENSG00000171757,False,None
AC078795.3,None,None,None,None,None,True,None
AC078795.2,None,None,None,None,None,True,None
LRRIQ4,344657,18.424885,leucine rich repeats and IQ motif containing 4,LRRIQ4,ENSG00000188306,False,None
LRRC31,79782,17.692022,leucine rich repeat containing 31,LRRC31,ENSG00000114248,False,None
SAMD7,344658,17.630123,sterile alpha motif domain containing 7,SAMD7,ENSG00000187033,False,None
AC008040.1,None,None,None,None,None,True,None
SEC62,7095,17.444296,"SEC62 homolog, preprotein translocation factor",SEC62,ENSG00000008952,False,None
SEC62-AS1,ENSG00000240373,26.273949,SEC62 antisense RNA 1,SEC62-AS1,ENSG00000240373,False,None
GPR160,26996,17.782751,G protein-coupled receptor 160,GPR160,ENSG00000173890,False,None
PHC3,80012,17.723766,polyhomeotic homolog 3,PHC3,ENSG00000173889,False,None
AC008040.5,None,None,None,None,None,True,None
PRKCI,5584,17.58114,protein kinase C iota,PRKCI,ENSG00000163558,False,None
AC073288.1,None,None,None,None,None,True,None
SKIL,6498,18.196775,SKI like proto-oncogene,SKIL,ENSG00000136603,False,None
AC073288.2,None,None,None,None,None,True,None
CLDN11,5010,18.186625,claudin 11,CLDN11,ENSG00000013297,False,None
AC026316.5,None,None,None,None,None,True,None
SLC7A14,57709,18.182638,solute carrier family 7 member 14,SLC7A14,ENSG00000013293,False,None
AC026316.2,None,None,None,None,None,True,None
RPL22L1,200916,17.523287,ribosomal protein L22 like 1,RPL22L1,ENSG00000163584,False,None
EIF5A2,56648,17.927422,eukaryotic translation initiation factor 5A2,EIF5A2,ENSG00000163577,False,None
SLC2A2,6514,17.579552,solute carrier family 2 member 2,SLC2A2,ENSG00000163581,False,None
TNIK,23043,18.091734,TRAF2 and NCK interacting kinase,TNIK,ENSG00000154310,False,None
AC092919.1,None,None,None,None,None,True,None
PLD1,5337,17.955416,phospholipase D1,PLD1,ENSG00000075651,False,None
TMEM212,389177,18.474056,transmembrane protein 212,TMEM212,ENSG00000186329,False,None
TMEM212-AS1,ENSG00000234717,26.27205,TMEM212 antisense RNA 1,TMEM212-AS1,ENSG00000234717,False,None
FNDC3B,64778,18.186708,fibronectin type III domain containing 3B,FNDC3B,ENSG00000075420,False,None
GHSR,2693,18.183477,growth hormone secretagogue receptor,GHSR,ENSG00000121853,False,None
TNFSF10,8743,17.73379,TNF superfamily member 10,TNFSF10,ENSG00000121858,False,None
LINC02068,105374219,27.062708,long intergenic non-protein coding RNA 2068,LINC02068,ENSG00000223387,False,None
NCEH1,57552,18.114107,neutral cholesterol ester hydrolase 1,NCEH1,ENSG00000144959,False,None
ECT2,1894,17.531822,epithelial cell transforming 2,ECT2,ENSG00000114346,False,None
SPATA16,83893,18.24851,spermatogenesis associated 16,SPATA16,ENSG00000144962,False,None
AC068759.1,None,None,None,None,None,True,None
NLGN1,22871,17.538828,neuroligin 1,NLGN1,ENSG00000169760,False,None
NLGN1-AS1,100874010,27.065735,NLGN1 antisense RNA 1,NLGN1-AS1,ENSG00000228213,False,None
NAALADL2,254827,18.111296,N-acetylated alpha-linked acidic dipeptidase like 2,NAALADL2,ENSG00000177694,False,None
NAALADL2-AS2,ENSG00000226779,26.271631,NAALADL2 antisense RNA 2,NAALADL2-AS2,ENSG00000226779,False,None
NAALADL2-AS1,ENSG00000225552,26.270922,NAALADL2 antisense RNA 1,NAALADL2-AS1,ENSG00000225552,False,None
AC104640.1,None,None,None,None,None,True,None
LINC01208,ENSG00000223715,26.271631,long intergenic non-protein coding RNA 1208,LINC01208,ENSG00000223715,False,None
AC092920.1,None,None,None,None,None,True,None
LINC01209,101928684,27.063547,long intergenic non-protein coding RNA 1209,LINC01209,ENSG00000228308,False,None
TBL1XR1,79718,18.14369,TBL1X/Y related 1,TBL1XR1,ENSG00000177565,False,None
TBL1XR1-AS1,100874217,27.06384,TBL1XR1 antisense RNA 1,TBL1XR1-AS1,ENSG00000231310,False,None
LINC00501,100820709,27.063105,long intergenic non-protein coding RNA 501,LINC00501,ENSG00000203645,False,None
AC117465.1,None,None,None,None,None,True,None
LINC00578,100505566,27.065735,long intergenic non-protein coding RNA 578,LINC00578,ENSG00000228221,False,None
AC026355.2,None,None,None,None,None,True,None
AC026355.1,None,None,None,None,None,True,None
LINC02015,102724550,27.063152,long intergenic non-protein coding RNA 2015,LINC02015,ENSG00000231574,False,None
AC007953.1,None,None,None,None,None,True,None
AC007953.2,None,None,None,None,None,True,None
AC109779.1,None,None,None,None,None,True,None
KCNMB2,10242,18.353266,potassium calcium-activated channel subfamily M regulatory beta subunit 2,KCNMB2,ENSG00000197584,False,"[{'gene': 'ENSG00000197584'}, {'gene': 'ENSG00000275163'}]"
AC117457.1,None,None,None,None,None,True,None
KCNMB2-AS1,ENSG00000237978,26.270922,KCNMB2 antisense RNA 1,KCNMB2-AS1,ENSG00000237978,False,None
ZMAT3,64393,17.588253,zinc finger matrin-type 3,ZMAT3,ENSG00000172667,False,None
AC076966.1,None,None,None,None,None,True,None
PIK3CA,5290,17.824827,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",PIK3CA,ENSG00000121879,False,None
KCNMB3,27094,18.452564,potassium calcium-activated channel subfamily M regulatory beta subunit 3,KCNMB3,ENSG00000171121,False,None
ZNF639,51193,18.245436,zinc finger protein 639,ZNF639,ENSG00000121864,False,None
AC007823.1,None,None,None,None,None,True,None
MFN1,55669,18.11159,mitofusin 1,MFN1,ENSG00000171109,False,None
GNB4,59345,18.036497,G protein subunit beta 4,GNB4,ENSG00000114450,False,None
AC007620.2,None,None,None,None,None,True,None
AC007620.3,None,None,None,None,None,True,None
ACTL6A,86,17.600897,actin like 6A,ACTL6A,ENSG00000136518,False,None
AC090425.2,None,None,None,None,None,True,None
AC090425.1,None,None,None,None,None,True,None
MRPL47,57129,17.522577,mitochondrial ribosomal protein L47,MRPL47,ENSG00000136522,False,None
NDUFB5,4711,17.546902,NADH:ubiquinone oxidoreductase subunit B5,NDUFB5,ENSG00000136521,False,None
USP13,8975,17.583727,ubiquitin specific peptidase 13,USP13,ENSG00000058056,False,None
PEX5L,51555,18.137156,peroxisomal biogenesis factor 5 like,PEX5L,ENSG00000114757,False,None
AC007687.1,None,None,None,None,None,True,None
PEX5L-AS1,ENSG00000243799,26.271631,PEX5L antisense RNA 1,PEX5L-AS1,ENSG00000243799,False,None
PEX5L-AS2,101928790,27.063417,PEX5L antisense RNA 2,PEX5L-AS2,ENSG00000244302,False,None
LINC02053,100505609,27.063152,long intergenic non-protein coding RNA 2053,LINC02053,ENSG00000241696,False,None
AC125618.1,None,None,None,None,None,True,None
TTC14,151613,17.608715,tetratricopeptide repeat domain 14,TTC14,ENSG00000163728,False,None
CCDC39,339829,17.617971,coiled-coil domain 39 molecular ruler complex subunit,CCDC39,ENSG00000284862,False,None
CCDC39.1,None,None,None,None,None,True,None
CCDC39-AS1,100874112,27.065735,CCDC39 antisense RNA 1,CCDC39-AS1,ENSG00000243187,False,None
AC108734.4,None,None,None,None,None,True,None
FXR1,8087,17.514223,FMR1 autosomal homolog 1,FXR1,ENSG00000114416,False,None
DNAJC19,131118,17.576544,DnaJ heat shock protein family (Hsp40) member C19,DNAJC19,ENSG00000205981,False,None
AC022294.1,None,None,None,None,None,True,None
AC125613.1,None,None,None,None,None,True,None
SOX2,6657,17.59712,SRY-box transcription factor 2,SOX2,ENSG00000181449,False,None
LINC01206,100996490,27.063105,long intergenic non-protein coding RNA 1206,LINC01206,ENSG00000242512,False,None
