query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
SPATA18,132671,17.57842,spermatogenesis associated 18,SPATA18,ENSG00000163071,132671,,
USP46,64854,17.646532,ubiquitin specific peptidase 46,USP46,ENSG00000109189,64854,,
USP46-AS1,643783,24.222546,USP46 divergent transcript,USP46-DT,ENSG00000248866,643783,,
AC104066.2,,,,,,,True,
ERVMER34-1,100288413,21.58251,"endogenous retrovirus group MER34 member 1, envelope",ERVMER34-1,ENSG00000226887,100288413,,
LINC01618,152578,27.06384,long intergenic non-protein coding RNA 1618,LINC01618,ENSG00000250302,152578,,
RASL11B,65997,17.609406,RAS like family 11 member B,RASL11B,ENSG00000128045,65997,,
SCFD2,152579,17.622643,sec1 family domain containing 2,SCFD2,ENSG00000184178,152579,,
AC023154.1,,,,,,,True,
FIP1L1,81608,17.291853,factor interacting with PAPOLA and CPSF1,FIP1L1,ENSG00000145216,81608,,
AC058822.1,,,,,,,True,
LNX1,84708,17.564835,ligand of numb-protein X 1,LNX1,ENSG00000072201,84708,,
LNX1-AS1,100873939,27.062708,LNX1 antisense RNA 1,LNX1-AS1,ENSG00000250930,100873939,,
AC110792.3,,,,,,,True,
CHIC2,26511,17.674269,cysteine rich hydrophobic domain 2,CHIC2,ENSG00000109220,26511,,
AC110792.2,,,,,,,True,
GSX2,170825,17.637058,GS homeobox 2,GSX2,ENSG00000180613,170825,,
PDGFRA,5156,17.51672,platelet derived growth factor receptor alpha,PDGFRA,ENSG00000134853,5156,,
LINC02283,ENSG00000248184,26.271364,long intergenic non-protein coding RNA 2283,LINC02283,ENSG00000248184,,,
LINC02283,105377656,26.271364,long intergenic non-protein coding RNA 2283,LINC02283,,105377656,,
AC098587.1,,,,,,,True,
AC098868.1,,,,,,,True,
LINC02260,339978,27.063152,long intergenic non-protein coding RNA 2260,LINC02260,ENSG00000250456,339978,,
KIT,3815,18.163456,"KIT proto-oncogene, receptor tyrosine kinase",KIT,ENSG00000157404,3815,,
AC097494.1,,,,,,,True,
LINC02358,ENSG00000251256,26.271759,long intergenic non-protein coding RNA 2358,LINC02358,ENSG00000251256,,,
LINC02358,107986226,26.271759,long intergenic non-protein coding RNA 2358,LINC02358,,107986226,,
AC111194.1,,,,,,,True,
AC111194.2,,,,,,,True,
KDR,3791,17.550854,kinase insert domain receptor,KDR,ENSG00000128052,3791,,
SRD5A3,79644,17.572319,steroid 5 alpha-reductase 3,SRD5A3,ENSG00000128039,79644,,
AC069200.1,,,,,,,True,
TMEM165,55858,17.558792,transmembrane protein 165,TMEM165,ENSG00000134851,55858,,
CLOCK,9575,18.169659,clock circadian regulator,CLOCK,ENSG00000134852,9575,,
AC024243.1,,,,,,,True,
PDCL2,132954,18.352156,phosducin like 2,PDCL2,ENSG00000163440,132954,,
NMU,10874,17.719322,neuromedin U,NMU,ENSG00000109255,10874,,
EXOC1L,644145,17.91777,exocyst complex component 1 like,EXOC1L,ENSG00000250821,644145,,
EXOC1,23265,21.506256,exocyst complex component 7,EXOC7,ENSG00000182473,23265,,
EXOC1,55763,17.565966,exocyst complex component 1,EXOC1,ENSG00000090989,55763,,
CEP135,9662,17.574322,centrosomal protein 135,CEP135,ENSG00000174799,9662,,
KIAA1211,57482,16.557081,capping protein inhibiting regulator of actin dynamics,CRACD,ENSG00000109265,57482,,
AASDH,132949,17.58114,aminoadipate-semialdehyde dehydrogenase,AASDH,ENSG00000157426,132949,,
AC068620.1,,,,,,,True,
PPAT,80347,22.072063,Coenzyme A synthase,COASY,ENSG00000068120,80347,,
PPAT,5471,17.558924,phosphoribosyl pyrophosphate amidotransferase,PPAT,ENSG00000128059,5471,,
AC068620.2,,,,,,,True,
PAICS,10606,17.704306,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,PAICS,ENSG00000128050,10606,,
SRP72,6731,17.465929,signal recognition particle 72,SRP72,ENSG00000174780,6731,,
ARL9,132946,17.661274,ADP ribosylation factor like GTPase 9,ARL9,ENSG00000196503,132946,,
THEGL,100506564,16.392563,sperm microtubule associated protein 2 like,SPMAP2L,ENSG00000249693,100506564,,
HOPX,84525,17.67984,HOP homeobox,HOPX,ENSG00000171476,84525,,
SPINK2,6691,18.559933,serine peptidase inhibitor Kazal type 2,SPINK2,ENSG00000128040,6691,,
REST,5978,17.72127,RE1 silencing transcription factor,REST,ENSG00000084093,5978,,
AC069307.1,,,,,,,True,
NOA1,84273,17.747545,nitric oxide associated 1,NOA1,ENSG00000084092,84273,,
POLR2B,5431,17.590967,RNA polymerase II subunit B,POLR2B,ENSG00000047315,5431,,
IGFBP7,3490,17.690317,insulin like growth factor binding protein 7,IGFBP7,ENSG00000163453,3490,,
IGFBP7-AS1,255130,27.059961,IGFBP7 antisense RNA 1,IGFBP7-AS1,ENSG00000245067,255130,,
AC105390.1,,,,,,,True,
LINC02380,101928851,27.063547,long intergenic non-protein coding RNA 2380,LINC02380,ENSG00000248505,101928851,,
AC013724.1,,,,,,,True,
AC107396.1,,,,,,,True,
AC093725.2,,,,,,,True,
AC093725.1,,,,,,,True,
LINC02494,105377671,27.063417,long intergenic non-protein coding RNA 2494,LINC02494,ENSG00000250340,105377671,,
AC019133.1,,,,,,,True,
AC017091.1,,,,,,,True,
LINC02429,105377247,27.063547,long intergenic non-protein coding RNA 2429,LINC02429,ENSG00000251266,105377247,,
AC097501.2,,,,,,,True,
AC108517.1,,,,,,,True,
AC096588.1,,,,,,,True,
AC093857.1,,,,,,,True,
LINC02496,105377248,27.063152,long intergenic non-protein coding RNA 2496,LINC02496,ENSG00000249066,105377248,,
LINC02271,105377249,27.063417,long intergenic non-protein coding RNA 2271,LINC02271,ENSG00000240152,105377249,,
ADGRL3,23284,18.076029,adhesion G protein-coupled receptor L3,ADGRL3,ENSG00000150471,23284,,
AC020741.1,,,,,,,True,
ADGRL3-AS1,ENSG00000248692,26.271631,ADGRL3 antisense RNA 1,ADGRL3-AS1,ENSG00000248692,,,
ADGRL3-AS1,101927186,26.271631,ADGRL3 antisense RNA 1,ADGRL3-AS1,,101927186,,
AC097491.1,,,,,,,True,
AC093730.1,,,,,,,True,
TECRL,253017,18.23817,"trans-2,3-enoyl-CoA reductase like",TECRL,ENSG00000205678,253017,,
LINC02232,401134,27.063547,long intergenic non-protein coding RNA 2232,LINC02232,ENSG00000250125,401134,,
EPHA5,2044,17.237268,EPH receptor A5,EPHA5,ENSG00000145242,2044,,
EPHA5-AS1,100144602,27.063105,EPHA5 antisense RNA 1,EPHA5-AS1,ENSG00000250846,100144602,,
AC104137.1,,,,,,,True,
AC097110.1,,,,,,,True,
AC116049.2,,,,,,,True,
AC096721.1,,,,,,,True,
AC104806.2,,,,,,,True,
CENPC,1060,18.276085,centromere protein C,CENPC,ENSG00000145241,1060,,
CENPC,1061,6.8016095,centromere protein C pseudogene 1,CENPCP1,ENSG00000226982,1061,,
STAP1,8409,20.62356,ubiquitously expressed prefoldin like chaperone,UXT,ENSG00000126756,8409,,
STAP1,26228,17.595158,signal transducing adaptor family member 1,STAP1,ENSG00000035720,26228,,
UBA6,55236,17.604353,ubiquitin like modifier activating enzyme 6,UBA6,ENSG00000033178,55236,,
UBA6-AS1,550112,25.039667,UBA6 divergent transcript,UBA6-DT,ENSG00000248049,550112,,
GNRHR,2798,18.890182,gonadotropin releasing hormone receptor,GNRHR,ENSG00000109163,2798,,
TMPRSS11D,9407,19.604141,transmembrane serine protease 11D,TMPRSS11D,ENSG00000153802,9407,,
TMPRSS11A,339967,19.467966,transmembrane serine protease 11A,TMPRSS11A,ENSG00000187054,339967,,
TMPRSS11F,389208,20.290436,transmembrane serine protease 11F,TMPRSS11F,ENSG00000198092,389208,,
TMPRSS11B,132724,20.833044,transmembrane serine protease 11B,TMPRSS11B,ENSG00000185873,132724,,
YTHDC1,91746,17.601334,YTH N6-methyladenosine RNA binding protein C1,YTHDC1,,91746,,"[{'gene': 'ENSG00000083896'}, {'gene': 'ENSG00000275272'}]"
TMPRSS11E,28983,20.17378,transmembrane serine protease 11E,TMPRSS11E,,28983,,"[{'gene': 'ENSG00000274058'}, {'gene': 'ENSG00000087128'}]"
UGT2B17,7367,23.654226,UDP glucuronosyltransferase family 2 member B17,UGT2B17,ENSG00000197888,7367,,
UGT2B15,7366,24.1989,UDP glucuronosyltransferase family 2 member B15,UGT2B15,,7366,,"[{'gene': 'ENSG00000196620'}, {'gene': 'ENSG00000277132'}]"
UGT2B10,7365,25.049637,UDP glucuronosyltransferase family 2 member B10,UGT2B10,,7365,,"[{'gene': 'ENSG00000109181'}, {'gene': 'ENSG00000275190'}]"
AC021146.12,,,,,,,True,
UGT2A3,79799,21.880526,UDP glucuronosyltransferase family 2 member A3,UGT2A3,,79799,,"[{'gene': 'ENSG00000278216'}, {'gene': 'ENSG00000135220'}]"
UGT2B7,7364,24.374756,UDP glucuronosyltransferase family 2 member B7,UGT2B7,ENSG00000171234,7364,,
AC111000.4,,,,,,,True,
UGT2B11,10720,26.270922,UDP glucuronosyltransferase family 2 member B11,UGT2B11,ENSG00000213759,10720,,
UGT2B11,7363,22.44891,UDP glucuronosyltransferase family 2 member B4,UGT2B4,ENSG00000156096,7363,,
UGT2B28,54490,27.065735,UDP glucuronosyltransferase family 2 member B28,UGT2B28,ENSG00000135226,54490,,
UGT2B4,7363,23.255123,UDP glucuronosyltransferase family 2 member B4,UGT2B4,ENSG00000156096,7363,,
UGT2A1,10941,21.80851,UDP glucuronosyltransferase family 2 member A1 complex locus,UGT2A1,ENSG00000173610,10941,,
UGT2A2,574537,22.205671,UDP glucuronosyltransferase family 2 member A2,UGT2A2,ENSG00000271271,574537,,
SULT1B1,27284,19.549053,sulfotransferase family 1B member 1,SULT1B1,ENSG00000173597,27284,,
AC108941.2,,,,,,,True,
SULT1E1,6783,20.31751,sulfotransferase family 1E member 1,SULT1E1,ENSG00000109193,6783,,
CSN1S1,1446,20.214567,casein alpha s1,CSN1S1,ENSG00000126545,1446,,
CSN2,9318,20.614948,COP9 signalosome subunit 2,COPS2,ENSG00000166200,9318,,
CSN2,1447,18.728992,casein beta,CSN2,ENSG00000135222,1447,,
STATH,6779,22.865896,statherin,STATH,,6779,,"[{'gene': 'ENSG00000282891'}, {'gene': 'ENSG00000126549'}]"
HTN3,3347,24.787115,histatin 3,HTN3,,3347,,"[{'gene': 'ENSG00000282967'}, {'gene': 'ENSG00000205649'}]"
HTN1,3346,23.440092,histatin 1,HTN1,,3346,,"[{'gene': 'ENSG00000283046'}, {'gene': 'ENSG00000126550'}]"
PRR27,401137,19.990538,proline rich 27,PRR27,,401137,,"[{'gene': 'ENSG00000282868'}, {'gene': 'ENSG00000187533'}]"
ODAM,54959,18.331491,"odontogenic, ameloblast associated",ODAM,ENSG00000109205,54959,,
FDCSP,260436,21.030323,follicular dendritic cell secreted protein,FDCSP,ENSG00000181617,260436,,
CSN3,8533,20.29992,COP9 signalosome subunit 3,COPS3,ENSG00000141030,8533,,
CSN3,1448,19.173664,casein kappa,CSN3,ENSG00000171209,1448,,
CABS1,85438,19.23288,"calcium binding protein, spermatid associated 1",CABS1,ENSG00000145309,85438,,
SMR3A,26952,21.643906,submaxillary gland androgen regulated protein 3A,SMR3A,ENSG00000109208,26952,,
SMR3B,10879,22.865896,submaxillary gland androgen regulated protein 3B,SMR3B,ENSG00000171201,10879,,
OPRPN,58503,21.916744,opiorphin prepropeptide,OPRPN,ENSG00000171199,58503,,
MUC7,4589,20.500217,"mucin 7, secreted",MUC7,ENSG00000171195,4589,,
AMTN,401138,18.968325,amelotin,AMTN,ENSG00000187689,401138,,
AMBN,258,18.74987,ameloblastin,AMBN,ENSG00000178522,258,,
ENAM,10117,18.17319,enamelin,ENAM,ENSG00000132464,10117,,
JCHAIN,3512,18.162617,joining chain of multimeric IgA and IgM,JCHAIN,ENSG00000132465,3512,,
UTP3,57050,17.551365,UTP3 small subunit processome component,UTP3,ENSG00000132467,57050,,
AC009570.1,,,,,,,True,
RUFY3,79443,21.633577,FYVE and coiled-coil domain autophagy adaptor 1,FYCO1,ENSG00000163820,79443,,
RUFY3,22902,17.57913,RUN and FYVE domain containing 3,RUFY3,ENSG00000018189,22902,,
GRSF1,2926,17.632315,G-rich RNA sequence binding factor 1,GRSF1,ENSG00000132463,2926,,
MOB1B,92597,18.220741,MOB kinase activator 1B,MOB1B,ENSG00000173542,92597,,
DCK,1633,17.580696,deoxycytidine kinase,DCK,ENSG00000156136,1633,,
SLC4A4,8671,18.166378,solute carrier family 4 member 4,SLC4A4,ENSG00000080493,8671,,
GC,2638,18.053741,GC vitamin D binding protein,GC,ENSG00000145321,2638,,
GC,2630,6.868862,"glucosylceramidase beta 1 like, pseudogene",GBA1LP,ENSG00000291137,2630,,
AC068721.1,,,,,,,True,
NPFFR2,10886,18.18937,neuropeptide FF receptor 2,NPFFR2,ENSG00000056291,10886,,
ADAMTS3,9508,17.612917,ADAM metallopeptidase with thrombospondin type 1 motif 3,ADAMTS3,ENSG00000156140,9508,,
AC095056.1,,,,,,,True,
COX18,285521,20.92902,cytochrome c oxidase assembly factor COX18,COX18,ENSG00000163626,285521,,
ANKRD17,26057,18.14657,ankyrin repeat domain 17,ANKRD17,ENSG00000132466,26057,,
AC053527.1,,,,,,,True,
ALB,85302,20.672192,Fas binding factor 1,FBF1,ENSG00000188878,85302,,
ALB,213,18.664917,albumin,ALB,ENSG00000163631,213,,
AFP,7726,21.171324,tripartite motif containing 26,TRIM26,,7726,,"[{'gene': 'ENSG00000231002'}, {'gene': 'ENSG00000234127'}, {'gene': 'ENSG00000137313'}, {'gene': 'ENSG00000228881'}, {'gene': 'ENSG00000226060'}, {'gene': 'ENSG00000231641'}, {'gene': 'ENSG00000234046'}, {'gene': 'ENSG00000230230'}]"
AFP,174,19.066313,alpha fetoprotein,AFP,ENSG00000081051,174,,
AFM,173,19.23288,afamin,AFM,ENSG00000079557,173,,
LINC02499,728040,27.06384,long intergenic non-protein coding RNA 2499,LINC02499,ENSG00000250436,728040,,
RASSF6,166824,17.653364,Ras association domain family member 6,RASSF6,ENSG00000169435,166824,,
AC112518.1,,,,,,,True,
CXCL8,3576,19.279015,C-X-C motif chemokine ligand 8,CXCL8,ENSG00000169429,3576,,
CXCL6,6372,20.971344,C-X-C motif chemokine ligand 6,CXCL6,ENSG00000124875,6372,,
PF4V1,5197,22.736223,platelet factor 4 variant 1,PF4V1,ENSG00000109272,5197,,
CXCL1,2919,21.77438,C-X-C motif chemokine ligand 1,CXCL1,ENSG00000163739,2919,,
PF4,5196,22.29246,platelet factor 4,PF4,ENSG00000163737,5196,,
PPBP,5473,19.76945,pro-platelet basic protein,PPBP,ENSG00000163736,5473,,
CXCL5,6374,22.033445,C-X-C motif chemokine ligand 5,CXCL5,ENSG00000163735,6374,,
CXCL3,2921,23.443678,C-X-C motif chemokine ligand 3,CXCL3,ENSG00000163734,2921,,
CXCL2,2920,22.61269,C-X-C motif chemokine ligand 2,CXCL2,ENSG00000081041,2920,,
MTHFD2L,441024,17.895287,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like,MTHFD2L,ENSG00000163738,441024,,
AC093677.2,,,,,,,True,
EPGN,255324,17.97003,epithelial mitogen,EPGN,ENSG00000182585,255324,,
EREG,2069,18.223476,epiregulin,EREG,ENSG00000124882,2069,,
AC021180.1,,,,,,,True,
AREG,374,17.655354,amphiregulin,AREG,ENSG00000109321,374,,
AC239584.1,,,,,,,True,
BTC,685,17.685015,betacellulin,BTC,ENSG00000174808,685,,
PARM1,25849,17.881418,prostate androgen-regulated mucin-like protein 1,PARM1,ENSG00000169116,25849,,
AC110760.2,,,,,,,True,
AC110760.1,,,,,,,True,
LINC02562,ENSG00000260265,26.271315,long intergenic non-protein coding RNA 2562,LINC02562,ENSG00000260265,,,
LINC02562,105377283,26.271315,long intergenic non-protein coding RNA 2562,LINC02562,,105377283,,
AC025244.1,,,,,,,True,
AC025244.2,,,,,,,True,
LINC02483,441025,27.063152,long intergenic non-protein coding RNA 2483,LINC02483,ENSG00000251383,441025,,
AC096759.1,,,,,,,True,
AC096759.2,,,,,,,True,
RCHY1,25898,17.641521,ring finger and CHY zinc finger domain containing 1,RCHY1,ENSG00000163743,25898,,
THAP6,152815,19.017122,THAP domain containing 6,THAP6,ENSG00000174796,152815,,
ODAPH,152816,19.149544,odontogenesis associated phosphoprotein,ODAPH,ENSG00000174792,152816,,
CDKL2,8999,18.203365,cyclin dependent kinase like 2,CDKL2,ENSG00000138769,8999,,
G3BP2,9908,18.063494,G3BP stress granule assembly factor 2,G3BP2,ENSG00000138757,9908,,
USO1,8615,17.464842,USO1 vesicle transport factor,USO1,ENSG00000138768,8615,,
AC110615.1,,,,,,,True,
PPEF2,5470,18.005157,protein phosphatase with EF-hand domain 2,PPEF2,ENSG00000156194,5470,,
NAAA,27163,18.060833,N-acylethanolamine acid amidase,NAAA,ENSG00000138744,27163,,
SDAD1,55153,17.56979,SDA1 domain containing 1,SDAD1,ENSG00000198301,55153,,
AC112719.2,,,,,,,True,
CXCL9,4283,19.117802,C-X-C motif chemokine ligand 9,CXCL9,ENSG00000138755,4283,,
ART3,419,19.011513,ADP-ribosyltransferase 3 (inactive),ART3,ENSG00000156219,419,,
CXCL10,3627,19.187582,C-X-C motif chemokine ligand 10,CXCL10,ENSG00000169245,3627,,
CXCL11,6373,19.04628,C-X-C motif chemokine ligand 11,CXCL11,ENSG00000169248,6373,,
NUP54,53371,17.527414,nucleoporin 54,NUP54,ENSG00000138750,53371,,
SCARB2,950,18.165936,scavenger receptor class B member 2,SCARB2,ENSG00000138760,950,,
FAM47E,100631383,20.19739,FAM47E-STBD1 readthrough,FAM47E-STBD1,ENSG00000272414,100631383,,
FAM47E,100129583,19.052021,family with sequence similarity 47 member E,FAM47E,ENSG00000189157,100129583,,
FAM47E-STBD1,100631383,27.063417,FAM47E-STBD1 readthrough,FAM47E-STBD1,ENSG00000272414,100631383,,
STBD1,8987,17.67279,starch binding domain 1,STBD1,ENSG00000118804,8987,,
CCDC158,339965,18.268965,coiled-coil domain containing 158,CCDC158,ENSG00000163749,339965,,
SHROOM3,57619,17.631245,shroom family member 3,SHROOM3,ENSG00000138771,57619,,
AC107072.2,,,,,,,True,
AC107072.1,,,,,,,True,
SOWAHB,345079,18.3241,sosondowah ankyrin repeat domain family member B,SOWAHB,ENSG00000186212,345079,,
SEPT11,55752,16.941822,septin 11,SEPTIN11,ENSG00000138758,55752,,
CCNI,10983,17.618284,cyclin I,CCNI,ENSG00000118816,10983,,
CCNG2,901,17.609406,cyclin G2,CCNG2,ENSG00000138764,901,,
AC092674.1,,,,,,,True,
CXCL13,10563,18.753016,C-X-C motif chemokine ligand 13,CXCL13,ENSG00000156234,10563,,
CNOT6L,246175,17.556973,CCR4-NOT transcription complex subunit 6 like,CNOT6L,ENSG00000138767,246175,,
MRPL1,65008,17.47831,mitochondrial ribosomal protein L1,MRPL1,ENSG00000169288,65008,,
FRAS1,80144,17.646664,Fraser extracellular matrix complex subunit 1,FRAS1,ENSG00000138759,80144,,
ANXA3,306,18.734173,annexin A3,ANXA3,ENSG00000138772,306,,
LINC01094,ENSG00000251442,26.271364,long intergenic non-protein coding RNA 1094,LINC01094,ENSG00000251442,,,
LINC01094,100505702,26.271364,long intergenic non-protein coding RNA 1094,LINC01094,,100505702,,
AC098818.2,,,,,,,True,
BMP2K,55589,17.588253,BMP2 inducible kinase,BMP2K,ENSG00000138756,55589,,
PAQR3,152559,18.187134,progestin and adipoQ receptor family member 3,PAQR3,ENSG00000163291,152559,,
LINC01088,100505875,27.062708,long intergenic non-protein coding RNA 1088,LINC01088,ENSG00000249307,100505875,,
NAA11,84779,19.19288,"N-alpha-acetyltransferase 11, NatA catalytic subunit",NAA11,ENSG00000156269,84779,,
GK2,2585,21.505455,galactokinase 2,GALK2,ENSG00000156958,2585,,
GK2,2712,19.23906,glycerol kinase 2,GK2,ENSG00000196475,2712,,
LINC00989,100506035,27.063152,long intergenic non-protein coding RNA 989,LINC00989,ENSG00000250334,100506035,,
AC092542.1,,,,,,,True,
LINC02469,ENSG00000248408,26.273949,long intergenic non-protein coding RNA 2469,LINC02469,ENSG00000248408,,,
LINC02469,105377301,26.273949,long intergenic non-protein coding RNA 2469,LINC02469,,105377301,,
PCAT4,118425,27.063417,prostate cancer associated transcript 4,PCAT4,ENSG00000251321,118425,,
ANTXR2,118429,18.220741,ANTXR cell adhesion molecule 2,ANTXR2,ENSG00000163297,118429,,
AC021127.1,,,,,,,True,
PRDM8,56978,18.248564,PR/SET domain 8,PRDM8,ENSG00000152784,56978,,
FGF5,2250,17.652607,fibroblast growth factor 5,FGF5,ENSG00000138675,2250,,
CFAP299,255119,17.73241,cilia and flagella associated protein 299,CFAP299,ENSG00000197826,255119,,
BMP3,651,17.590967,bone morphogenetic protein 3,BMP3,ENSG00000152785,651,,
PRKG2,5593,17.69276,protein kinase cGMP-dependent 2,PRKG2,ENSG00000138669,5593,,
AC139722.1,,,,,,,True,
RASGEF1B,153020,18.224314,RasGEF domain family member 1B,RASGEF1B,ENSG00000138670,153020,,
AC124016.2,,,,,,,True,
HNRNPD,3184,17.709293,heterogeneous nuclear ribonucleoprotein D,HNRNPD,ENSG00000138668,3184,,
AC124016.1,,,,,,,True,
HNRNPDL,9987,17.952261,heterogeneous nuclear ribonucleoprotein D like,HNRNPDL,ENSG00000152795,9987,,
ENOPH1,58478,17.611303,enolase-phosphatase 1,ENOPH1,ENSG00000145293,58478,,
TMEM150C,441027,17.646221,transmembrane protein 150C,TMEM150C,ENSG00000249242,441027,,
LINC00575,439934,27.065735,long intergenic non-protein coding RNA 575,LINC00575,ENSG00000231782,439934,,
SCD5,79966,18.283234,stearoyl-CoA desaturase 5,SCD5,ENSG00000145284,79966,,
SEC31A,22872,17.560774,"SEC31 homolog A, COPII coat complex component",SEC31A,ENSG00000138674,22872,,
THAP9-AS1,100499177,27.063152,THAP9 antisense RNA 1,THAP9-AS1,ENSG00000251022,100499177,,
THAP9,79725,18.536064,THAP domain containing 9,THAP9,ENSG00000168152,79725,,
LIN54,132660,17.555841,lin-54 DREAM MuvB core complex component,LIN54,ENSG00000189308,132660,,
COPS4,51138,17.54984,COP9 signalosome subunit 4,COPS4,ENSG00000138663,51138,,
PLAC8,29124,19.202568,galectin 13,LGALS13,ENSG00000105198,29124,,
PLAC8,51316,18.83781,placenta associated 8,PLAC8,ENSG00000145287,51316,,
AC114781.2,,,,,,,True,
COQ2,27235,17.484474,"coenzyme Q2, polyprenyltransferase",COQ2,ENSG00000173085,27235,,
HPSE,10855,17.574717,heparanase,HPSE,ENSG00000173083,10855,,
HELQ,113510,17.581093,"helicase, POLQ like",HELQ,ENSG00000163312,113510,,
