query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
CYP4V2,285440,21.010088,cytochrome P450 family 4 subfamily V member 2,CYP4V2,ENSG00000145476,285440,False,None
KLKB1,3818,18.966206,kallikrein B1,KLKB1,ENSG00000164344,3818,False,None
F11,90338,19.51531,zinc finger protein 160,ZNF160,ENSG00000170949,90338,False,None
F11-AS1,285441,27.059961,F11 antisense RNA 1,F11-AS1,ENSG00000251165,285441,False,None
AC018709.1,None,None,None,None,None,None,True,None
MTNR1A,4543,18.284073,melatonin receptor 1A,MTNR1A,ENSG00000168412,4543,False,None
FAT1,2195,18.042324,FAT atypical cadherin 1,FAT1,ENSG00000083857,2195,False,None
AC108865.1,None,None,None,None,None,None,True,None
AC108865.2,None,None,None,None,None,None,True,None
AC110772.1,None,None,None,None,None,None,True,None
AC108474.1,None,None,None,None,None,None,True,None
LINC02374,ENSG00000249747,26.271364,long intergenic non-protein coding RNA 2374,LINC02374,ENSG00000249747,None,False,None
AC097652.1,None,None,None,None,None,None,True,None
LINC02514,105377602,27.065735,long intergenic non-protein coding RNA 2514,LINC02514,ENSG00000250042,105377602,False,None
LINC02515,ENSG00000250620,26.271631,long intergenic non-protein coding RNA 2515,LINC02515,ENSG00000250620,None,False,None
AC093763.1,None,None,None,None,None,None,True,None
LINC02492,100506272,27.059961,long intergenic non-protein coding RNA 2492,LINC02492,ENSG00000250590,100506272,False,None
AC097521.1,None,None,None,None,None,None,True,None
ZFP42,132625,19.218878,ZFP42 zinc finger protein,ZFP42,ENSG00000179059,132625,False,None
TRIML2,205860,19.218878,tripartite motif family like 2,TRIML2,ENSG00000179046,205860,False,None
TRIML1,339976,19.193275,tripartite motif family like 1,TRIML1,ENSG00000184108,339976,False,None
AC138781.1,None,None,None,None,None,None,True,None
LINC02434,105377606,27.063152,long intergenic non-protein coding RNA 2434,LINC02434,ENSG00000248370,105377606,False,None
LINC01060,401164,27.065735,long intergenic non-protein coding RNA 1060,LINC01060,ENSG00000249378,401164,False,"[{'gene': 'ENSG00000249378'}, {'gene': 'ENSG00000281580'}]"
AC093909.2,None,None,None,None,None,None,True,None
LINC02508,105377610,27.065735,long intergenic non-protein coding RNA 2508,LINC02508,ENSG00000251619,105377610,False,None
AC093909.4,None,None,None,None,None,None,True,None
AC122138.1,None,None,None,None,None,None,True,None
AC107391.1,None,None,None,None,None,None,True,None
AC105924.1,None,None,None,None,None,None,True,None
LINC01262,101928971,27.06384,long intergenic non-protein coding RNA 1262,LINC01262,ENSG00000250739,101928971,False,"[{'gene': 'ENSG00000250739'}, {'gene': 'ENSG00000280513'}]"
AF250324.1,None,None,None,None,None,None,True,None
FRG1-DT,728339,27.059961,FRG1 divergent transcript,FRG1-DT,ENSG00000281543,728339,False,"[{'gene': 'ENSG00000281543'}, {'gene': 'ENSG00000281787'}, {'gene': 'ENSG00000280716'}, {'gene': 'ENSG00000245685'}]"
LINC01596,105377617,27.059961,long intergenic non-protein coding RNA 1596,LINC01596,ENSG00000281830,105377617,False,"[{'gene': 'ENSG00000281830'}, {'gene': 'ENSG00000281015'}, {'gene': 'ENSG00000281377'}, {'gene': 'ENSG00000250666'}]"
FRG1,2483,17.611038,FSHD region gene 1,FRG1,ENSG00000109536,2483,False,"[{'gene': 'ENSG00000109536'}, {'gene': 'ENSG00000283153'}, {'gene': 'ENSG00000275145'}, {'gene': 'ENSG00000283630'}]"
FRG2,448831,24.374048,FSHD region gene 2,FRG2,ENSG00000285063,448831,False,"[{'gene': 'ENSG00000285063'}, {'gene': 'ENSG00000205097'}, {'gene': 'ENSG00000285202'}, {'gene': 'ENSG00000274972'}]"
DBET,100419743,27.062708,D4Z4 binding element transcript,DBET,ENSG00000281591,100419743,False,None
DUX4,100288687,23.168592,double homeobox 4,DUX4,ENSG00000284262,100288687,False,"[{'gene': 'ENSG00000260596'}, {'gene': 'ENSG00000283949'}]"
PLEKHG4B,153478,19.363716,pleckstrin homology and RhoGEF domain containing G4B,PLEKHG4B,ENSG00000153404,153478,False,None
LRRC14B,389257,17.646267,leucine rich repeat containing 14B,LRRC14B,ENSG00000185028,389257,False,None
CCDC127,133957,18.114107,coiled-coil domain containing 127,CCDC127,ENSG00000164366,133957,False,None
SDHA,6389,16.221966,succinate dehydrogenase complex flavoprotein subunit A,SDHA,ENSG00000073578,6389,False,None
AC021087.1,None,None,None,None,None,None,True,None
PDCD6,10016,17.58342,programmed cell death 6,PDCD6,ENSG00000249915,10016,False,None
AHRR,1543,19.350075,cytochrome P450 family 1 subfamily A member 1,CYP1A1,ENSG00000140465,1543,False,None
EXOC3-AS1,ENSG00000221990,26.271631,EXOC3 antisense RNA 1,EXOC3-AS1,ENSG00000221990,None,False,None
EXOC3,11336,17.608986,exocyst complex component 3,EXOC3,ENSG00000180104,11336,False,None
SLC9A3,6550,18.130945,solute carrier family 9 member A3,SLC9A3,ENSG00000066230,6550,False,"[{'gene': 'ENSG00000066230'}, {'gene': 'ENSG00000281861'}]"
AC106772.2,None,None,None,None,None,None,True,None
AC106772.1,None,None,None,None,None,None,True,None
CEP72,55722,17.996216,centrosomal protein 72,CEP72,ENSG00000112877,55722,False,"[{'gene': 'ENSG00000112877'}, {'gene': 'ENSG00000280688'}]"
TPPP,11076,18.075485,tubulin polymerization promoting protein,TPPP,ENSG00000171368,11076,False,None
AC026740.1,None,None,None,None,None,None,True,None
ZDHHC11B,653082,24.374756,zinc finger DHHC-type containing 11B,ZDHHC11B,ENSG00000206077,653082,False,None
ZDHHC11,79844,19.087725,zinc finger DHHC-type containing 11,ZDHHC11,ENSG00000188818,79844,False,None
BRD9,65980,17.59482,bromodomain containing 9,BRD9,ENSG00000028310,65980,False,None
TRIP13,9319,17.558481,thyroid hormone receptor interactor 13,TRIP13,ENSG00000071539,9319,False,None
AC122719.1,None,None,None,None,None,None,True,None
AC122719.2,None,None,None,None,None,None,True,None
AC116351.1,None,None,None,None,None,None,True,None
AC116351.2,None,None,None,None,None,None,True,None
NKD2,85409,19.190132,NKD inhibitor of WNT signaling pathway 2,NKD2,ENSG00000145506,85409,False,"[{'gene': 'ENSG00000145506'}, {'gene': 'ENSG00000276920'}]"
SLC12A7,10723,18.588259,solute carrier family 12 member 7,SLC12A7,ENSG00000276482,10723,False,"[{'gene': 'ENSG00000276482'}, {'gene': 'ENSG00000113504'}]"
AC114291.1,None,None,None,None,None,None,True,None
SLC6A19,340024,18.27679,solute carrier family 6 member 19,SLC6A19,ENSG00000174358,340024,False,None
SLC6A18,348932,18.305285,solute carrier family 6 member 18,SLC6A18,ENSG00000164363,348932,False,None
TERT,7015,17.567865,telomerase reverse transcriptase,TERT,ENSG00000164362,7015,False,None
CLPTM1L,81037,17.53305,CLPTM1 like,CLPTM1L,ENSG00000274811,81037,False,"[{'gene': 'ENSG00000274811'}, {'gene': 'ENSG00000049656'}]"
LINC01511,100506791,27.059961,long intergenic non-protein coding RNA 1511,LINC01511,ENSG00000281736,100506791,False,"[{'gene': 'ENSG00000281736'}, {'gene': 'ENSG00000250584'}]"
SLC6A3,6531,18.101263,solute carrier family 6 member 3,SLC6A3,ENSG00000276996,6531,False,"[{'gene': 'ENSG00000276996'}, {'gene': 'ENSG00000142319'}]"
LPCAT1,79888,17.646955,lysophosphatidylcholine acyltransferase 1,LPCAT1,ENSG00000153395,79888,False,"[{'gene': 'ENSG00000153395'}, {'gene': 'ENSG00000275079'}]"
AC091849.2,None,None,None,None,None,None,True,None
AC026412.3,None,None,None,None,None,None,True,None
AC112176.1,None,None,None,None,None,None,True,None
MRPL36,64979,18.02736,mitochondrial ribosomal protein L36,MRPL36,ENSG00000171421,64979,False,None
NDUFS6,4726,17.579552,NADH:ubiquinone oxidoreductase subunit S6,NDUFS6,ENSG00000145494,4726,False,None
AC025183.3,None,None,None,None,None,None,True,None
LINC02116,101929034,27.063547,long intergenic non-protein coding RNA 2116,LINC02116,ENSG00000250417,101929034,False,None
IRX4,50805,18.279114,iroquois homeobox 4,IRX4,ENSG00000113430,50805,False,None
AC025183.1,None,None,None,None,None,None,True,None
AC025183.2,None,None,None,None,None,None,True,None
AC126768.2,None,None,None,None,None,None,True,None
AC126768.1,None,None,None,None,None,None,True,None
AC126768.3,None,None,None,None,None,None,True,None
AC091891.2,None,None,None,None,None,None,True,None
AC091891.1,None,None,None,None,None,None,True,None
IRX2,153572,18.290813,iroquois homeobox 2,IRX2,ENSG00000170561,153572,False,None
C5orf38,153571,25.042597,IRX2 divergent transcript,IRX2-DT,None,153571,False,None
AC094105.1,None,None,None,None,None,None,True,None
AC112192.1,None,None,None,None,None,None,True,None
AC091832.1,None,None,None,None,None,None,True,None
LINC01019,285577,27.059961,long intergenic non-protein coding RNA 1019,LINC01019,ENSG00000248118,285577,False,None
LINC02162,105374624,27.06384,long intergenic non-protein coding RNA 2162,LINC02162,ENSG00000249830,105374624,False,None
LINC01017,102467075,27.063417,long intergenic non-protein coding RNA 1017,LINC01017,ENSG00000250716,102467075,False,None
IRX1,79192,18.245014,iroquois homeobox 1,IRX1,ENSG00000170549,79192,False,None
AC016595.1,None,None,None,None,None,None,True,None
AC025773.1,None,None,None,None,None,None,True,None
AC025187.1,None,None,None,None,None,None,True,None
LINC02063,ENSG00000250921,26.273949,long intergenic non-protein coding RNA 2063,LINC02063,ENSG00000250921,None,False,None
AC106799.3,None,None,None,None,None,None,True,None
AC106799.2,None,None,None,None,None,None,True,None
AC106799.1,None,None,None,None,None,None,True,None
AC010634.1,None,None,None,None,None,None,True,None
LINC02114,101929153,27.062708,long intergenic non-protein coding RNA 2114,LINC02114,ENSG00000249521,101929153,False,None
AC026719.1,None,None,None,None,None,None,True,None
AC026719.2,None,None,None,None,None,None,True,None
AC026415.1,None,None,None,None,None,None,True,None
AC010451.3,None,None,None,None,None,None,True,None
AC010451.1,None,None,None,None,None,None,True,None
LINC01020,340094,27.063547,long intergenic non-protein coding RNA 1020,LINC01020,ENSG00000215231,340094,False,None
AC010451.2,None,None,None,None,None,None,True,None
LINC02121,105374631,27.06384,long intergenic non-protein coding RNA 2121,LINC02121,ENSG00000250529,105374631,False,None
AC022424.1,None,None,None,None,None,None,True,None
ADAMTS16,170690,18.646656,ADAM metallopeptidase with thrombospondin type 1 motif 16,ADAMTS16,ENSG00000145536,170690,False,None
AC022424.2,None,None,None,None,None,None,True,None
ICE1,23379,17.672619,interactor of little elongation complex ELL subunit 1,ICE1,ENSG00000164151,23379,False,None
AC010266.2,None,None,None,None,None,None,True,None
AC010266.1,None,None,None,None,None,None,True,None
LINC02145,401172,27.063417,long intergenic non-protein coding RNA 2145,LINC02145,ENSG00000291744,401172,False,"[{'gene': 'ENSG00000291744'}, {'gene': 'ENSG00000250490'}]"
MED10,84246,17.352768,mediator complex subunit 10,MED10,ENSG00000291745,84246,False,"[{'gene': 'ENSG00000291745'}, {'gene': 'ENSG00000133398'}]"
UBE2QL1,134111,17.3082,ubiquitin conjugating enzyme E2 QL1,UBE2QL1,ENSG00000215218,134111,False,"[{'gene': 'ENSG00000215218'}, {'gene': 'ENSG00000291747'}]"
LINC01018,ENSG00000250056,26.271315,long intergenic non-protein coding RNA 1018,LINC01018,ENSG00000250056,None,False,None
NSUN2,54888,17.52517,NOP2/Sun RNA methyltransferase 2,NSUN2,ENSG00000037474,54888,False,None
SRD5A1,6715,17.581451,steroid 5 alpha-reductase 1,SRD5A1,ENSG00000145545,6715,False,None
LINC02102,100505625,27.065735,long intergenic non-protein coding RNA 2102,LINC02102,ENSG00000248677,100505625,False,None
TENT4A,11044,17.555841,terminal nucleotidyltransferase 4A,TENT4A,ENSG00000112941,11044,False,None
AC122710.2,None,None,None,None,None,None,True,None
AC122710.3,None,None,None,None,None,None,True,None
LINC02236,109729133,27.063152,long intergenic non-protein coding RNA 2236,LINC02236,ENSG00000251365,109729133,False,None
AC122710.1,None,None,None,None,None,None,True,None
LINC02196,ENSG00000250974,26.270922,long intergenic non-protein coding RNA 2196,LINC02196,ENSG00000250974,None,False,None
AC091951.4,None,None,None,None,None,None,True,None
AC027343.3,None,None,None,None,None,None,True,None
LINC02123,101929261,27.06384,long intergenic non-protein coding RNA 2123,LINC02123,ENSG00000250668,101929261,False,None
AC027343.1,None,None,None,None,None,None,True,None
AC027343.2,None,None,None,None,None,None,True,None
LINC02142,105374644,27.065735,long intergenic non-protein coding RNA 2142,LINC02142,ENSG00000223597,105374644,False,None
ADCY2,108,18.245056,adenylate cyclase 2,ADCY2,ENSG00000078295,108,False,None
AC093305.1,None,None,None,None,None,None,True,None
C5orf49,134121,23.666681,cilia and flagella associated protein 90,CFAP90,ENSG00000215217,134121,False,None
MTRR,4552,17.575674,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,MTRR,ENSG00000124275,4552,False,None
FASTKD3,79072,17.638332,FAST kinase domains 3,FASTKD3,ENSG00000124279,79072,False,None
AC025174.1,None,None,None,None,None,None,True,None
LINC02226,729506,27.063417,long intergenic non-protein coding RNA 2226,LINC02226,ENSG00000245729,729506,False,None
AC091965.1,None,None,None,None,None,None,True,None
AC091965.4,None,None,None,None,None,None,True,None
MIR4458HG,100505738,27.063152,MIR4458 host gene,MIR4458HG,ENSG00000247516,100505738,False,None
AC027328.1,None,None,None,None,None,None,True,None
AC091932.1,None,None,None,None,None,None,True,None
LINC02199,ENSG00000250198,26.271759,long intergenic non-protein coding RNA 2199,LINC02199,ENSG00000250198,None,False,None
AC021088.1,None,None,None,None,None,None,True,None
SEMA5A,9037,17.590277,semaphorin 5A,SEMA5A,ENSG00000112902,9037,False,None
AC091906.1,None,None,None,None,None,None,True,None
SEMA5A-AS1,101929338,27.06384,SEMA5A antisense RNA 1,SEMA5A-AS1,ENSG00000251370,101929338,False,None
SNHG18,100505806,25.049929,small nucleolar RNA host gene 18,SNHG18,ENSG00000250786,100505806,False,None
TAS2R1,50834,19.300722,taste 2 receptor member 1,TAS2R1,ENSG00000169777,50834,False,None
LINC02112,285692,27.06384,long intergenic non-protein coding RNA 2112,LINC02112,ENSG00000249781,285692,False,None
LINC02221,ENSG00000250814,26.27205,long intergenic non-protein coding RNA 2221,LINC02221,ENSG00000250814,None,False,None
AC034229.1,None,None,None,None,None,None,True,None
AC034229.2,None,None,None,None,None,None,True,None
AC034229.3,None,None,None,None,None,None,True,None
AC034229.4,None,None,None,None,None,None,True,None
FAM173B,134145,17.094215,ATP synthase c subunit lysine N-methyltransferase,ATPSCKMT,ENSG00000150756,134145,False,None
AC012640.1,None,None,None,None,None,None,True,None
CCT5,22948,17.41525,chaperonin containing TCP1 subunit 5,CCT5,ENSG00000150753,22948,False,None
AC012640.4,None,None,None,None,None,None,True,None
AC012640.3,None,None,None,None,None,None,True,None
CMBL,134147,18.011961,carboxymethylenebutenolidase homolog,CMBL,ENSG00000164237,134147,False,None
AC012640.2,None,None,None,None,None,None,True,None
MARCH6,10299,16.448837,membrane associated ring-CH-type finger 6,MARCHF6,ENSG00000145495,10299,False,None
ROPN1L-AS1,ENSG00000250600,26.271759,ROPN1L antisense RNA 1,ROPN1L-AS1,ENSG00000250600,None,False,None
ROPN1L,83853,17.588385,rhophilin associated tail protein 1 like,ROPN1L,ENSG00000145491,83853,False,None
LINC01513,ENSG00000246016,27.059961,long intergenic non-protein coding RNA 1513,LINC01513,ENSG00000246016,None,False,None
AC092336.1,None,None,None,None,None,None,True,None
LINC02212,101929412,27.062708,long intergenic non-protein coding RNA 2212,LINC02212,ENSG00000249396,101929412,False,None
LINC02213,389273,27.063417,long intergenic non-protein coding RNA 2213,LINC02213,ENSG00000249160,389273,False,None
ANKRD33B,651746,18.241524,ankyrin repeat domain 33B,ANKRD33B,ENSG00000164236,651746,False,None
ANKRD33B-AS1,ENSG00000250106,26.271364,ANKRD33B antisense RNA 1,ANKRD33B-AS1,ENSG00000250106,None,False,None
DAP,23549,20.357416,aspartyl aminopeptidase,DNPEP,ENSG00000123992,23549,False,None
AC012629.2,None,None,None,None,None,None,True,None
AC012629.1,None,None,None,None,None,None,True,None
CTNND2,1501,18.258745,catenin delta 2,CTNND2,ENSG00000169862,1501,False,None
AC106771.1,None,None,None,None,None,None,True,None
LINC01194,ENSG00000248131,25.749384,long intergenic non-protein coding RNA 1194,LINC01194,ENSG00000248131,None,False,None
LINC02220,ENSG00000248457,26.271631,long intergenic non-protein coding RNA 2220,LINC02220,ENSG00000248457,None,False,None
AC016553.1,None,None,None,None,None,None,True,None
DNAH5,1767,17.57926,dynein axonemal heavy chain 5,DNAH5,ENSG00000039139,1767,False,None
AC016576.1,None,None,None,None,None,None,True,None
TRIO,7204,18.123775,trio Rho guanine nucleotide exchange factor,TRIO,ENSG00000038382,7204,False,None
OTULINL,54491,18.183083,OTU deubiquitinase with linear linkage specificity like,OTULINL,ENSG00000145569,54491,False,None
AC010491.1,None,None,None,None,None,None,True,None
OTULIN,90268,18.08543,OTU deubiquitinase with linear linkage specificity,OTULIN,ENSG00000154124,90268,False,None
ANKH,56172,17.210873,ANKH inorganic pyrophosphate transport regulator,ANKH,ENSG00000154122,56172,False,None
AC016575.1,None,None,None,None,None,None,True,None
AC016651.1,None,None,None,None,None,None,True,None
LINC02149,ENSG00000249332,26.27205,long intergenic non-protein coding RNA 2149,LINC02149,ENSG00000249332,None,False,None
FBXL7,23194,17.824781,F-box and leucine rich repeat protein 7,FBXL7,ENSG00000183580,23194,False,None
AC010638.1,None,None,None,None,None,None,True,None
MARCH11,441061,16.471066,membrane associated ring-CH-type finger 11,MARCHF11,ENSG00000183654,441061,False,None
AC016650.1,None,None,None,None,None,None,True,None
AC092335.1,None,None,None,None,None,None,True,None
LINC02150,101929505,27.063417,long intergenic non-protein coding RNA 2150,LINC02150,ENSG00000248150,101929505,False,None
AC020980.1,None,None,None,None,None,None,True,None
ZNF622,90441,17.607088,zinc finger protein 622,ZNF622,ENSG00000173545,90441,False,None
RETREG1,54463,17.550854,reticulophagy regulator 1,RETREG1,ENSG00000154153,54463,False,None
